title,artist,NN,NNP,DT,IN,JJ,NNS,CC,PRP,VB,VBG,I,'s,n't,'m,know,like,And,You,got,get,shit,go,nigga,love,Yeah,never,back,right,But,yeah,say,They,'re,time,niggas,need,ai,na,girl,one,average characters,uniqueness,average words,num long words,popular
Child's Play,Drake,108.0,52.0,4.0,34.0,33.0,12.0,0.0,44.0,21.0,8.0,0.0663507109005,0.0284360189573,0.0165876777251,0.0142180094787,0.0236966824645,0.0758293838863,0.0,0.00710900473934,0.00710900473934,0.00947867298578,0.0260663507109,0.00710900473934,0.0,0.00947867298578,0.00710900473934,0.00236966824645,0.0118483412322,0.00236966824645,0.0,0.0142180094787,0.00473933649289,0.00236966824645,0.0,0.0,0.00473933649289,0.00236966824645,0.0,0.00473933649289,0.0,0.00236966824645,4.36966824645,0.350622406639,78.375,0.232227488152,y
Controlla,Drake,67.0,29.0,1.0,11.0,18.0,10.0,8.0,36.0,23.0,5.0,0.0779661016949,0.00338983050847,0.0406779661017,0.0,0.0,0.00677966101695,0.0169491525424,0.0135593220339,0.0,0.00338983050847,0.0,0.00677966101695,0.0,0.00338983050847,0.0,0.0101694915254,0.00677966101695,0.0,0.0101694915254,0.0305084745763,0.00677966101695,0.0271186440678,0.00338983050847,0.0,0.0,0.00338983050847,0.0,0.0237288135593,0.00338983050847,0.00338983050847,4.03728813559,0.417417417417,100.5,0.176271186441,y
Crew Love,Drake,39.0,33.0,4.0,8.0,14.0,13.0,2.0,24.0,6.0,29.0,0.0466101694915,0.0254237288136,0.00423728813559,0.00847457627119,0.00847457627119,0.0296610169492,0.00423728813559,0.0,0.00423728813559,0.0,0.00423728813559,0.0,0.0,0.0,0.0,0.00847457627119,0.0,0.0,0.00423728813559,0.0,0.00423728813559,0.0466101694915,0.0,0.0,0.00847457627119,0.00423728813559,0.00423728813559,0.0,0.00423728813559,0.00423728813559,4.58898305085,0.532818532819,70.6,0.28813559322,y
Do Not Disturb,Drake,74.0,46.0,4.0,16.0,39.0,29.0,3.0,41.0,16.0,1.0,0.0868486352357,0.0272952853598,0.014888337469,0.00992555831266,0.00744416873449,0.0198511166253,0.00248138957816,0.00496277915633,0.00992555831266,0.00496277915633,0.014888337469,0.00992555831266,0.00248138957816,0.00496277915633,0.00744416873449,0.0124069478908,0.00496277915633,0.00248138957816,0.00248138957816,0.00248138957816,0.0,0.00248138957816,0.0,0.00248138957816,0.0,0.0124069478908,0.0,0.0,0.0,0.00496277915633,4.51364764268,0.604910714286,319.5,0.285359801489,y
Energy,Drake,63.0,26.0,0.0,5.0,37.0,35.0,2.0,39.0,14.0,0.0,0.09726443769,0.0,0.0,0.0,0.0,0.00911854103343,0.00303951367781,0.00303951367781,0.0759878419453,0.0,0.00607902735562,0.00607902735562,0.0273556231003,0.0,0.00607902735562,0.00303951367781,0.0,0.0,0.00303951367781,0.00607902735562,0.00303951367781,0.0121580547112,0.0,0.00303951367781,0.0243161094225,0.0,0.0,0.00607902735562,0.0,0.0121580547112,4.1914893617,0.421917808219,497.0,0.231003039514,y
Faithful,Drake,53.0,17.0,2.0,14.0,21.0,11.0,4.0,36.0,17.0,23.0,0.0693069306931,0.00660066006601,0.042904290429,0.016501650165,0.03300330033,0.029702970297,0.013201320132,0.046204620462,0.00660066006601,0.016501650165,0.00660066006601,0.003300330033,0.003300330033,0.0,0.0,0.0,0.003300330033,0.0,0.0,0.0,0.00990099009901,0.0,0.019801980198,0.00990099009901,0.003300330033,0.00990099009901,0.00990099009901,0.00660066006601,0.00990099009901,0.0,4.18481848185,0.43567251462,97.6,0.224422442244,y
Fake Love,Drake,59.0,25.0,1.0,14.0,34.0,18.0,1.0,29.0,12.0,0.0,0.0791366906475,0.0143884892086,0.0215827338129,0.0,0.0107913669065,0.0359712230216,0.00359712230216,0.00359712230216,0.0215827338129,0.00359712230216,0.00359712230216,0.0,0.0,0.0287769784173,0.0107913669065,0.0107913669065,0.00359712230216,0.0107913669065,0.0,0.00359712230216,0.00719424460432,0.0215827338129,0.0,0.0215827338129,0.0,0.0,0.00719424460432,0.0359712230216,0.0,0.00719424460432,4.01798561151,0.269592476489,114.25,0.143884892086,y
Fancy,Drake,180.0,121.0,2.0,10.0,44.0,40.0,13.0,24.0,26.0,13.0,0.0128410914928,0.0016051364366,0.00802568218299,0.0,0.00802568218299,0.00642054574639,0.016051364366,0.00642054574639,0.0144462279294,0.00321027287319,0.0,0.0433386837881,0.0,0.0016051364366,0.0016051364366,0.00802568218299,0.0,0.0016051364366,0.0016051364366,0.0,0.00321027287319,0.00321027287319,0.0,0.00321027287319,0.0,0.0016051364366,0.00802568218299,0.0,0.00321027287319,0.0,4.43338683788,0.334600760456,22.5,0.215088282504,y
Feel No Ways,Drake,44.0,13.0,0.0,1.0,18.0,15.0,7.0,16.0,15.0,11.0,0.0610328638498,0.0704225352113,0.0281690140845,0.0,0.0,0.0,0.0281690140845,0.00469483568075,0.0093896713615,0.0,0.0,0.0093896713615,0.018779342723,0.0,0.0093896713615,0.0,0.0093896713615,0.0093896713615,0.00469483568075,0.0328638497653,0.0140845070423,0.0,0.0281690140845,0.00469483568075,0.0,0.0,0.0,0.0,0.0,0.0,4.15023474178,0.302419354839,165.5,0.201877934272,y
Fire & Desire,Drake,29.0,18.0,3.0,8.0,31.0,4.0,4.0,60.0,6.0,0.0,0.20564516129,0.0161290322581,0.0201612903226,0.0201612903226,0.00806451612903,0.0282258064516,0.00403225806452,0.0241935483871,0.00403225806452,0.00403225806452,0.0,0.0,0.00403225806452,0.0,0.00806451612903,0.0201612903226,0.00403225806452,0.00403225806452,0.0120967741935,0.0120967741935,0.00806451612903,0.00403225806452,0.00403225806452,0.0,0.0,0.0120967741935,0.0,0.0161290322581,0.0,0.0,4.04435483871,0.379790940767,168.0,0.233870967742,y
Fireworks,Drake,52.0,42.0,5.0,17.0,30.0,23.0,13.0,65.0,24.0,20.0,0.131111111111,0.0377777777778,0.0155555555556,0.02,0.00444444444444,0.00888888888889,0.0155555555556,0.00444444444444,0.00444444444444,0.00444444444444,0.00222222222222,0.00444444444444,0.0,0.00444444444444,0.00888888888889,0.00888888888889,0.00222222222222,0.00222222222222,0.0111111111111,0.0,0.0,0.0,0.00222222222222,0.00222222222222,0.0,0.0,0.0,0.0,0.0,0.00222222222222,4.31555555556,0.45867768595,222.666666667,0.284444444444,y
Free Smoke,Drake,92.0,68.0,3.0,6.0,50.0,16.0,6.0,31.0,13.0,4.0,0.0575539568345,0.0167865707434,0.0191846522782,0.00479616306954,0.0143884892086,0.00479616306954,0.0119904076739,0.00719424460432,0.00959232613909,0.0119904076739,0.00479616306954,0.0,0.0,0.00239808153477,0.00479616306954,0.0119904076739,0.00479616306954,0.0,0.00239808153477,0.0167865707434,0.00479616306954,0.0,0.0,0.00239808153477,0.00479616306954,0.0,0.00239808153477,0.00239808153477,0.0,0.00239808153477,4.24700239808,0.508946322068,29.9473684211,0.220623501199,y
From Time,Drake,64.0,45.0,4.0,20.0,43.0,14.0,4.0,61.0,16.0,27.0,0.0995475113122,0.0294117647059,0.0158371040724,0.0135746606335,0.0135746606335,0.0158371040724,0.00226244343891,0.00678733031674,0.00452488687783,0.00452488687783,0.00452488687783,0.0,0.00226244343891,0.027149321267,0.0,0.00678733031674,0.00904977375566,0.0,0.00452488687783,0.0,0.0,0.0,0.00678733031674,0.00904977375566,0.00226244343891,0.00226244343891,0.0,0.0,0.00678733031674,0.00226244343891,4.407239819,0.510934393638,35.380952381,0.287330316742,y
Furthest Thing,Drake,83.0,30.0,7.0,12.0,46.0,6.0,4.0,52.0,17.0,2.0,0.120418848168,0.0104712041885,0.0235602094241,0.0104712041885,0.0235602094241,0.0235602094241,0.00523560209424,0.00785340314136,0.0130890052356,0.00261780104712,0.0130890052356,0.00785340314136,0.00261780104712,0.0,0.00261780104712,0.00261780104712,0.0,0.00261780104712,0.00523560209424,0.00261780104712,0.0104712041885,0.0,0.0,0.0,0.00523560209424,0.0,0.00261780104712,0.00785340314136,0.00785340314136,0.00261780104712,4.36387434555,0.373469387755,120.0,0.295811518325,y
Get It Together,Drake,11.0,6.0,0.0,2.0,9.0,5.0,0.0,18.0,10.0,1.0,0.0545454545455,0.0,0.0181818181818,0.0,0.0181818181818,0.0,0.0,0.0909090909091,0.00909090909091,0.0727272727273,0.0363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181818181818,0.0,0.0,0.118181818182,0.0,0.0,0.0,0.0,4.31818181818,0.460869565217,172.0,0.254545454545,y
Gyalchester,Drake,40.0,32.0,3.0,10.0,28.0,2.0,2.0,33.0,9.0,1.0,0.117647058824,0.0294117647059,0.0168067226891,0.0378151260504,0.0168067226891,0.0210084033613,0.00420168067227,0.0,0.0210084033613,0.0252100840336,0.00420168067227,0.00840336134454,0.0126050420168,0.0,0.00840336134454,0.00420168067227,0.00840336134454,0.00840336134454,0.00420168067227,0.00420168067227,0.0,0.0126050420168,0.0,0.00420168067227,0.0,0.0,0.0,0.00840336134454,0.0,0.0126050420168,3.77731092437,0.475655430712,110.333333333,0.172268907563,y
Headlines,Drake,58.0,24.0,9.0,14.0,26.0,15.0,5.0,49.0,16.0,1.0,0.0756756756757,0.0135135135135,0.027027027027,0.0108108108108,0.116216216216,0.0243243243243,0.0108108108108,0.0135135135135,0.0243243243243,0.00540540540541,0.00810810810811,0.0027027027027,0.0,0.0,0.00540540540541,0.0,0.00540540540541,0.0,0.0027027027027,0.00540540540541,0.00540540540541,0.0324324324324,0.0,0.00810810810811,0.0027027027027,0.0,0.00810810810811,0.00540540540541,0.0027027027027,0.0027027027027,4.21621621622,0.413636363636,83.5714285714,0.205405405405,y
Hold On We're Going Home,Drake,33.0,16.0,0.0,3.0,21.0,5.0,0.0,31.0,18.0,9.0,0.0913461538462,0.0336538461538,0.00961538461538,0.0,0.0432692307692,0.0,0.0,0.0432692307692,0.00961538461538,0.00961538461538,0.0,0.0,0.0,0.0192307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100961538462,0.0,0.0,0.0,0.0,0.0,0.0384615384615,0.00961538461538,4.02403846154,0.192825112108,288.0,0.134615384615,y
Hotline Bling,Drake,71.0,30.0,1.0,16.0,12.0,7.0,3.0,30.0,10.0,4.0,0.0708955223881,0.0,0.0149253731343,0.0,0.0298507462687,0.00373134328358,0.0111940298507,0.0410447761194,0.0111940298507,0.00373134328358,0.0,0.0,0.0,0.0298507462687,0.00746268656716,0.0111940298507,0.0,0.0,0.0,0.0,0.0,0.0,0.0111940298507,0.0,0.0,0.0373134328358,0.0,0.0,0.00373134328358,0.0335820895522,4.2947761194,0.323024054983,146.333333333,0.149253731343,y
HYFR,Drake,55.0,33.0,0.0,12.0,48.0,16.0,16.0,41.0,13.0,10.0,0.0810810810811,0.0216216216216,0.00810810810811,0.00810810810811,0.0,0.0162162162162,0.0351351351351,0.0108108108108,0.0027027027027,0.00540540540541,0.00810810810811,0.00540540540541,0.0027027027027,0.0135135135135,0.0,0.00810810810811,0.0,0.0297297297297,0.00810810810811,0.0324324324324,0.0189189189189,0.0027027027027,0.0,0.00540540540541,0.00540540540541,0.0,0.0027027027027,0.0,0.00810810810811,0.0027027027027,4.35945945946,0.469907407407,30.8888888889,0.245945945946,y
Hype,Drake,57.0,39.0,1.0,7.0,24.0,9.0,3.0,57.0,22.0,4.0,0.0978260869565,0.0163043478261,0.0353260869565,0.0326086956522,0.00815217391304,0.0108695652174,0.0,0.0108695652174,0.0163043478261,0.0108695652174,0.00271739130435,0.0054347826087,0.0,0.0054347826087,0.00271739130435,0.0,0.0,0.0135869565217,0.00815217391304,0.0,0.0,0.0380434782609,0.0,0.0,0.0,0.00271739130435,0.0,0.00815217391304,0.0,0.00815217391304,3.9347826087,0.450363196126,106.0,0.179347826087,y
Keep the Family Close,Drake,52.0,28.0,5.0,12.0,25.0,22.0,8.0,39.0,22.0,13.0,0.0819209039548,0.0480225988701,0.0395480225989,0.0254237288136,0.00847457627119,0.0141242937853,0.0197740112994,0.0197740112994,0.0,0.00564971751412,0.0,0.00564971751412,0.0,0.00564971751412,0.0,0.0,0.0,0.00564971751412,0.00282485875706,0.00282485875706,0.00847457627119,0.0,0.0112994350282,0.00847457627119,0.00282485875706,0.00847457627119,0.0,0.0,0.0,0.00282485875706,4.09604519774,0.456824512535,133.0,0.242937853107,y
KMT,Drake,46.0,34.0,0.0,1.0,29.0,7.0,2.0,13.0,3.0,0.0,0.0621468926554,0.00564971751412,0.00564971751412,0.0225988700565,0.0169491525424,0.0,0.0112994350282,0.0112994350282,0.0169491525424,0.0,0.0112994350282,0.0,0.0,0.00564971751412,0.0169491525424,0.0,0.0,0.00564971751412,0.0,0.0282485875706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00564971751412,0.0,4.76271186441,0.604255319149,55.6,0.350282485876,y
Know Yourself,Drake,50.0,54.0,6.0,9.0,28.0,19.0,3.0,41.0,24.0,1.0,0.0737463126844,0.0176991150442,0.0176991150442,0.0176991150442,0.0619469026549,0.0117994100295,0.00589970501475,0.0353982300885,0.0,0.0117994100295,0.0176991150442,0.047197640118,0.00884955752212,0.0,0.0147492625369,0.0,0.00589970501475,0.0,0.0,0.00294985250737,0.00294985250737,0.00884955752212,0.0,0.00294985250737,0.00294985250737,0.0,0.00294985250737,0.00589970501475,0.00294985250737,0.0,3.89970501475,0.450738916256,69.375,0.185840707965,y
Make Me Proud,Drake,84.0,67.0,5.0,6.0,39.0,13.0,8.0,66.0,9.0,13.0,0.136363636364,0.021645021645,0.0021645021645,0.0995670995671,0.012987012987,0.00865800865801,0.0108225108225,0.0021645021645,0.0151515151515,0.00649350649351,0.0021645021645,0.00865800865801,0.0,0.004329004329,0.0021645021645,0.0021645021645,0.00649350649351,0.00649350649351,0.00649350649351,0.0,0.0108225108225,0.0021645021645,0.004329004329,0.00865800865801,0.0021645021645,0.0,0.0,0.004329004329,0.0151515151515,0.0021645021645,3.83116883117,0.419921875,99.4285714286,0.179653679654,y
Marvin's Room,Drake,42.0,36.0,1.0,8.0,40.0,24.0,8.0,56.0,22.0,5.0,0.13698630137,0.013698630137,0.013698630137,0.0383561643836,0.0164383561644,0.0,0.0164383561644,0.0109589041096,0.0027397260274,0.0,0.0027397260274,0.00547945205479,0.0109589041096,0.00547945205479,0.00821917808219,0.0027397260274,0.0027397260274,0.0027397260274,0.00547945205479,0.00547945205479,0.00821917808219,0.0,0.0027397260274,0.00547945205479,0.0027397260274,0.00547945205479,0.0,0.00821917808219,0.00547945205479,0.00821917808219,3.96164383562,0.428904428904,42.5384615385,0.175342465753,y
Miss Me,Drake,88.0,89.0,5.0,13.0,58.0,20.0,13.0,83.0,16.0,15.0,0.125423728814,0.0237288135593,0.0186440677966,0.0389830508475,0.0118644067797,0.0135593220339,0.0169491525424,0.00338983050847,0.0101694915254,0.00338983050847,0.00169491525424,0.0,0.00169491525424,0.00847457627119,0.0118644067797,0.00338983050847,0.00338983050847,0.00169491525424,0.00508474576271,0.0,0.00169491525424,0.0,0.0,0.00338983050847,0.0,0.00169491525424,0.00847457627119,0.00169491525424,0.00677966101695,0.00338983050847,4.02711864407,0.466257668712,93.5555555556,0.193220338983,y
No Long Talk,Drake,77.0,52.0,1.0,16.0,50.0,9.0,2.0,17.0,5.0,0.0,0.0388349514563,0.0323624595469,0.00647249190939,0.0194174757282,0.0161812297735,0.0323624595469,0.00323624595469,0.00970873786408,0.0129449838188,0.0129449838188,0.00323624595469,0.0,0.00970873786408,0.00323624595469,0.0129449838188,0.0,0.0,0.0,0.00323624595469,0.00647249190939,0.0,0.0,0.0129449838188,0.00323624595469,0.0,0.00647249190939,0.0,0.00323624595469,0.0,0.0,4.36893203883,0.480417754569,138.666666667,0.2071197411,y
One Dance,Drake,51.0,46.0,1.0,0.0,13.0,8.0,2.0,29.0,6.0,8.0,0.0980392156863,0.0117647058824,0.0078431372549,0.0078431372549,0.0117647058824,0.0078431372549,0.00392156862745,0.0078431372549,0.0078431372549,0.0,0.0,0.0313725490196,0.0,0.0078431372549,0.0,0.0078431372549,0.0470588235294,0.0,0.00392156862745,0.0117647058824,0.0,0.0,0.0156862745098,0.0509803921569,0.0,0.0274509803922,0.0,0.0078431372549,0.0156862745098,0.0274509803922,3.85490196078,0.301694915254,197.0,0.133333333333,y
Over,Drake,67.0,37.0,2.0,8.0,33.0,18.0,12.0,48.0,17.0,21.0,0.1,0.019512195122,0.0317073170732,0.019512195122,0.0341463414634,0.00731707317073,0.0243902439024,0.00975609756098,0.00975609756098,0.0,0.00487804878049,0.00243902439024,0.00975609756098,0.0121951219512,0.00731707317073,0.0,0.00975609756098,0.00243902439024,0.00487804878049,0.0,0.00487804878049,0.00243902439024,0.0,0.00975609756098,0.00731707317073,0.0,0.00731707317073,0.00487804878049,0.00243902439024,0.0,4.05853658537,0.494553376906,24.48,0.187804878049,y
Passionfruit,Drake,22.0,22.0,0.0,3.0,20.0,15.0,0.0,13.0,10.0,1.0,0.0608108108108,0.0,0.0405405405405,0.00675675675676,0.0,0.00675675675676,0.0,0.0135135135135,0.0202702702703,0.0135135135135,0.0135135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.00675675675676,0.0,0.00675675675676,0.0337837837838,0.00675675675676,0.0202702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7027027027,0.438502673797,28.5,0.331081081081,y
Pop Style,Drake,63.0,30.0,5.0,10.0,14.0,7.0,3.0,28.0,6.0,3.0,0.08203125,0.015625,0.01953125,0.0,0.0234375,0.0234375,0.0078125,0.0078125,0.01953125,0.015625,0.0078125,0.0,0.0,0.00390625,0.0078125,0.00390625,0.00390625,0.0,0.00390625,0.00390625,0.0,0.01171875,0.0,0.0,0.0078125,0.00390625,0.00390625,0.015625,0.00390625,0.00390625,4.1640625,0.510135135135,96.5,0.20703125,y
Portland,Drake,71.0,94.0,2.0,10.0,62.0,24.0,5.0,33.0,23.0,1.0,0.0488888888889,0.0133333333333,0.00666666666667,0.0133333333333,0.0,0.00444444444444,0.00222222222222,0.00888888888889,0.0244444444444,0.00444444444444,0.0,0.0133333333333,0.00222222222222,0.0,0.00888888888889,0.00666666666667,0.00666666666667,0.00444444444444,0.00888888888889,0.0,0.0,0.0,0.0,0.0,0.0177777777778,0.0,0.0,0.00222222222222,0.00222222222222,0.0,4.20222222222,0.446529080675,126.4,0.204444444444,y
Pound Cake/Paris Morton Music 2,Drake,126.0,97.0,5.0,23.0,70.0,34.0,10.0,65.0,26.0,6.0,0.0765696784074,0.0245022970904,0.0183767228178,0.0199081163859,0.0122511485452,0.00612557427259,0.00765696784074,0.00459418070444,0.00918836140888,0.00765696784074,0.00765696784074,0.00306278713629,0.00153139356815,0.0,0.00459418070444,0.00306278713629,0.00765696784074,0.00153139356815,0.00459418070444,0.00153139356815,0.00306278713629,0.00306278713629,0.0,0.00459418070444,0.00765696784074,0.00153139356815,0.00306278713629,0.00306278713629,0.0,0.0,4.50229709035,0.537112010796,26.4054054054,0.249617151608,y
Redemption,Drake,78.0,58.0,1.0,7.0,43.0,23.0,10.0,43.0,23.0,2.0,0.0859728506787,0.0316742081448,0.0135746606335,0.027149321267,0.0113122171946,0.00678733031674,0.00678733031674,0.00452488687783,0.0,0.0135746606335,0.00452488687783,0.0,0.00226244343891,0.0,0.00452488687783,0.00226244343891,0.00452488687783,0.00678733031674,0.00452488687783,0.0678733031674,0.0203619909502,0.00452488687783,0.0135746606335,0.00904977375566,0.0,0.00452488687783,0.00452488687783,0.00452488687783,0.00226244343891,0.00904977375566,4.31221719457,0.425490196078,86.375,0.242081447964,y
Right Hand,Drake,30.0,23.0,2.0,12.0,19.0,8.0,13.0,25.0,19.0,2.0,0.0622406639004,0.045643153527,0.0331950207469,0.0,0.045643153527,0.0331950207469,0.045643153527,0.0414937759336,0.0248962655602,0.00414937759336,0.0,0.0373443983402,0.0,0.0165975103734,0.0,0.0248962655602,0.00829875518672,0.0165975103734,0.00829875518672,0.0,0.0,0.0,0.0331950207469,0.0,0.0,0.0,0.0,0.00414937759336,0.0,0.0,3.7468879668,0.401606425703,123.666666667,0.107883817427,y
Sacrifices,Drake,127.0,91.0,4.0,40.0,70.0,31.0,7.0,100.0,22.0,0.0,0.11654676259,0.0129496402878,0.0172661870504,0.0446043165468,0.00431654676259,0.0388489208633,0.00431654676259,0.00431654676259,0.0158273381295,0.00143884892086,0.010071942446,0.0,0.0,0.00143884892086,0.010071942446,0.00143884892086,0.00287769784173,0.0,0.00575539568345,0.00287769784173,0.00287769784173,0.00143884892086,0.0,0.0,0.00143884892086,0.00287769784173,0.00431654676259,0.00143884892086,0.00287769784173,0.00575539568345,4.02014388489,0.398335315101,127.0,0.214388489209,y
Shot For Me,Drake,50.0,24.0,7.0,4.0,19.0,11.0,7.0,30.0,12.0,7.0,0.104417670683,0.0361445783133,0.0240963855422,0.0160642570281,0.0160642570281,0.00803212851406,0.0240963855422,0.00401606425703,0.00803212851406,0.00401606425703,0.00401606425703,0.0,0.0,0.00401606425703,0.00803212851406,0.00803212851406,0.00401606425703,0.00401606425703,0.00401606425703,0.00401606425703,0.0,0.0,0.0240963855422,0.0,0.0,0.0,0.00401606425703,0.0,0.00401606425703,0.00401606425703,3.97590361446,0.535714285714,80.2,0.220883534137,y
Sneakin,Drake,102.0,52.0,2.0,10.0,33.0,25.0,6.0,41.0,27.0,16.0,0.061757719715,0.0142517814727,0.0403800475059,0.0166270783848,0.00950118764846,0.0118764845606,0.00950118764846,0.0142517814727,0.00237529691211,0.00475059382423,0.00475059382423,0.0,0.00950118764846,0.00712589073634,0.0,0.00237529691211,0.0,0.00237529691211,0.00237529691211,0.00475059382423,0.00237529691211,0.00950118764846,0.0,0.0,0.0118764845606,0.00712589073634,0.0118764845606,0.00237529691211,0.00237529691211,0.00237529691211,4.44655581948,0.454356846473,129.0,0.280285035629,y
